1|임무용 아이템
103d|파이라
103e|진공 칼날
103f|뾰족한 손톱
1041|(仮)帝国バリア装置：シールド展開
1042|암흑 성운
1043|야수 돌격
1044|뼈대 흔들기
1045|꼬리 매타작
1047|화염
1048|진공검
1049|공격
104a|죽음의 휘젓기
104b|갈대
104c|번개야수의 포효
104d|번개야수의 울부짖음
104e|레기나 블래스터
104f|레기나 블래스터
1050|레기나 블래스터
1051|레기나 블래스터
1052|초전자 코일
1053|섬세한 낚아채기
1055|돌멩이
1056|영혼 분리
1057|톤베리 병균
105e|공격
105f|아스칼론의 권능
1060|아스칼론의 자비
1061|아스칼론의 자비
1062|백뢰
1063|백뢰
1064|메테오 레인
1065|메테오 레인
1066|에인션트 퀘이가
1067|나이츠 오브 라운드
1068|용의 눈
1069|용의 마안
106a|궁극의 종말
106b|아스칼론의 광휘
106c|휘두르기
106d|거룩한 십자가
106e|천상의 참격
106f|지고한 신성
1070|신성한 검무
1071|신성한 검무
1072|찬란한 칼날
1073|눈부신 불길
1074|차원 파괴
1075|차원 파괴
1076|신념
1077|신념
1078|영원한 신념
1079|무거운 충격
107a|무거운 충격
107b|무거운 충격
107c|무거운 충격
107d|무거운 충격
107e|나선 찌르기
107f|나선 관통
1080|공중 도약
1082|공중 도약
1083|천상의 불꽃
1084|천상의 불꽃
1085|천상의 불꽃
1086|천상의 불꽃
1087|천상의 불꽃
1088|거룩한 사슬
1089|동장군 폭풍
108a|동장군 폭풍
108b|홀리 메테오
108c|혜성 낙하
108d|운석 낙하
108e|분노의 사격
108f|무법자
1090|원초의 대지
1091|어둠의 힘
1092|창룡 강타
1093|피의 축제
1094|궁수자리 화살
1095|위성 저격
1096|테라플레어
1097|천사의 깃털
1098|천궁의 문
1099|궁극 사격
109a|ドロー
109b|해병의 정신력
109c|서리 숨결
10a1|철수
10a3|고드름 격돌
10a4|인두질
10a5|얼음판
10a6|연무
10a7|피의 창
10a8|돌변
10a9|전투 준비 완료
10aa|공포의 눈길
10ae|우레
10af|포격
10b0|작열지옥
10b1|プレイ
10b2|피개 교합
10b3|염증 파열
10da|건바스타드
10db|마도 슬러그탄
10dc|마도 난사
10dd|심판의 날
10de|심판의 날
10df|빠른 발놀림
10e0|마도 포탑
10e1|마도 레이저
10e2|마도 유탄
10e3|자폭
10e4|수수께끼
10e5|모순
10e6|카
10e7|지하신의 침묵
10e8|윤회 의식
10e9|머리 휘두르기
10ea|강철 비늘
10eb|석화
10ec|화염의 원
10ed|관성 기류
10ee|탄도 미사일
10ef|탄도 미사일
10f0|기화 폭탄
10f1|다크 블리자드
10f2|다크 블리자라
10f3|다크 블리자라
10f4|영원의 동토
10f5|블리자드 스피어
10f6|다크 파이어
10f7|다크 파이라
10f8|다크 파이라
10f9|불의 구체
10fa|섀도우 플레어
10fb|역청의 바다
10fc|암흑 구체
10fd|메기도 플레임
10fe|블리자드 버스트
10ff|파이어 버스트
1100|공격
1101|혼돈의 탑
1102|고대의 고리
1103|고대의 불기둥
1104|고대의 불기둥
1105|법칙 변조
1106|혼돈의 출혈
1107|불확실한 불꽃
1108|불확실한 불꽃
1109|섀도우 플레어
110a|멸절
110b|흡인
110c|구속
110d|음영권
110e|다라
110f|징벌
1110|할퀴기
1111|할퀴기
1112|냉병기 공격
1113|증기압 상승
1114|냉병기 공격
1115|공격
1116|과열 본사
1117|기관총 발사
1118|광자포
1119|증기 미사일
111a|증기 미사일
111b|긴급 출격
111c|점착탄
111d|점착탄
111e|구원 요청
111f|자폭
1120|초대형 미사일
1121|대폭발
1122|소폭발
1123|긴급 상승
1124|열증기
1125|경착륙
1126|미세포
1127|입자 충돌
1128|냉병기 공격
1129|증기압 상승
112a|공격
112b|꼬챙이
112c|분사
112d|물덩어리
112e|꼬리 후려치기
112f|고통의 채찍
1130|가스 연막
1131|아제마의 균형
1132|세계수의 줄기
1133|오쉬온의 화살
1134|할로네의 창
1135|살리아크의 물병
1136|비레고의 탑
1137|아제마의 균형
1138|세계수의 줄기
1139|오쉬온의 화살
113a|할로네의 창
113b|살리아크의 물병
113c|비레고의 탑
113d|아제마의 균형
113e|세계수의 줄기
113f|오쉬온의 화살
1140|할로네의 창
1141|살리아크의 물병
1142|비레고의 탑
1143|아제마의 균형
1144|세계수의 줄기
1145|오쉬온의 화살
1146|할로네의 창
1147|살리아크의 물병
1148|비레고의 탑
1149|회전 모그방패
114a|폼폼 케알
114b|모그리 사격
114c|폼폼 플레어
114d|100모그즈 후려치기
114e|회전모그마
114f|모그리 행진곡
1150|독 바늘
115d|치명적 쪼기
115e|찢어발기는 바람
115f|재앙의 바람
1160|비틀어진 통곡
1161|마비침
1162|관통
1163|격분
1164|끈적한 실
1165|독 숨결
1166|소각
1167|맹속 타격
1168|섬 떨어뜨리기
1169|목 쪼개기
116a|채찍 난타
116b|호루라기
116c|밝은 불길
116d|개구리 다리
116e|산성 안개
116f|익사의 안개
1170|괴음파
1171|구멍 뚫기
1172|꿈틀대기
1173|회전 공격
1174|지하신의 침묵
1175|반대 교합
1176|태고의 울음소리
1177|제3의 다리 전진
1178|넘어뜨리기
1179|제3의 다리 후퇴
117a|접촉
117b|백기사 행진
117c|흑기사 행진
117d|새인간 주먹
117e|노호
117f|날개 베기
1180|먼지 선풍
1181|꼬챙이
1182|단발 찌르기
1183|화포
1184|유탄
1185|얼음 공급기
1186|완전 동결
1187|평지 내리치기
1188|경기 시작
1189|준비 운동
118a|고약한 물
118b|타오르는 숨결
118c|석화의 눈동자
118d|벌거벗은 영혼
118e|유독성 숨결
118f|냉기 충격
1190|얼음 단두대
1191|바늘 산탄
1192|폭탄 뿌리기
1193|쥐어박기
1194|거친 눈보라
1195|고막 파열
1196|우발적 가격
1197|풍매 분산
1198|탄도 드릴
1199|고산 기류
119a|악마의 열병
119b|울음소리
119c|고브톤스킨
119d|날아다니는 도미
119e|소낙눈
119f|물대포
11a0|소금물 숨결
11a1|빛의 구체
11a2|불 뱉기
11a3|시큼한 트림
11a4|역겨운 악취
11a5|버팀목
11a6|강력 찌르기
11a7|측면 미끄러지기
11a8|완자
11a9|최후의 신음
11aa|실락원
11ab|지저귐
11ac|무법지대
11ad|척추 두드리기
11ae|끝나지 않은 찌르기
11af|쇄빙
11b0|노려보기
11b1|나서기
11b2|잎사귀 단검
11b3|떨기
11b4|썩은내 숨결
11b5|용암 숨결
11b6|진눈깨비 세례
11b7|정타치기
11b8|살해의 발
11b9|전조등
11ba|집게발 잡기
11bb|격노한 턱
11bc|오한
11bd|제국식 강화제
11be|제국식 활력제
11bf|부분 파괴
11c0|송곳니 끝
11c1|제세동기
11c2|전기 발생
11c3|지원 사격
11c4|단파 분자 증폭기
11c5|수동형 적외선 유도 시스템
11c6|마과학 레이저
11c7|하늘의 악의
11c8|하늘의 멸시
11c9|삼중 나선
11ca|맞바람
11cb|격분
11cc|원심 타격
11cd|분쇄의 철퇴
11ce|질풍
11cf|창천벽력
11d0|소장품 제작
11d1|소장품 제작
11d2|소장품 제작
11d3|소장품 제작
11d4|소장품 제작
11d5|소장품 제작
11d6|소장품 제작
11d7|소장품 제작
11d8|바람의 예술
11d9|불의 예술
11da|얼음의 예술
11db|땅의 예술
11dc|번개의 예술
11dd|물의 예술
11de|교묘한 손놀림 2
11df|교묘한 손놀림 2
11e0|교묘한 손놀림 2
11e1|교묘한 손놀림 2
11e2|교묘한 손놀림 2
11e3|교묘한 손놀림 2
11e4|교묘한 손놀림 2
11e5|교묘한 손놀림 2
11e7|돌풍
11e8|돌풍
11e9|짓밟기
11ea|짓밟기
11f0|청소 마법
1225|왕도 취소
1226|보류 취소
1228|인두질
1229|화염 숨결
122a|냉기 숨결
122b|번개 숨결
122d|속쓰림
122e|뿔소 돌진
122f|화염구
1230|발톱 난도질
1231|독가루
1232|포탄
1233|피 빨기
1234|할퀴기
1235|화염 숨결
1236|지공법
1237|銅像：自壊アクション：竜の巣：中ボス1
1238|둥글게 휘두르기
1239|둥글게 휘두르기
123a|석화 안개
123b|싸늘한 폭풍
123c|뼈대 꺾기
123d|소방용수
123e|피의 애무
123f|점액 배출
1240|얼음구
1241|번개 숨결
1242|화강암 세례
1249|미아즈마 브레스
124a|사악한 눈길
124b|합금 드릴
124c|한계 돌파
124d|낭랑한 울음소리
124e|지진 균열
124f|압사 발구르기
1250|부리 휘두르기
1251|애통한 외침
1252|황금 발톱
1253|주둥이 꽂기
1254|초코 발차기
1255|화염 구체
1256|빙결 구체
1257|찢어발기기
1258|큰손
1259|채찍질
125a|소음 공해
125b|노린내
125c|흥망성쇠
125d|빽빽한 나뭇가지
125e|원죄
125f|꼬리치기
1260|사격
1261|날카로운 돌풍
1262|음속 폭격
1263|폭음 파동
1264|강력 공격
1265|강력 공격
1266|마도 광자포
1267|마도포
1268|비늘 물결
1269|칼날 날개
126a|웅장한 검격
126b|마도 레이저
126c|박치기
126d|괴성
126e|마른 물갈퀴
126f|번개 방전
1270|썩은 물보라
1271|늪지 폭탄
1272|신비한 빛
1273|화염구
1274|화염구
1275|사형 선고
1276|썰물
1277|낙뢰
1278|사나운 뿔
1279|호령
127a|황도 메테오
127c|황금 발톱
127d|자유낙하
127e|고산 기류
127f|겨울 바람
1281|공격
1282|게이르뢰드
1283|슬픔의 방
1284|발푀드르
1285|반격 태세
1287|빠른 발놀림
1288|지배자의 낙인
1289|금강불괴
128a|외면의 기개
128b|핏자국
128d|물덩어리
128e|발톱 난도질
128f|화염구
1290|화염의 숨결
1291|꼬리 매타작
1292|야성의 돌진
1293|대흥분
1294|뼈대 흔들기
1295|꼬리 후려치기
1296|원초의 분노
1297|에테르 공급
1298|그림자 파동탄
129a|削除予定
129c|착지
129e|달빛
129f|달빛
12a0|독액
12a1|맹염: 절정
12a2|맹염: 절정
12a3|탄도 미사일
12a4|털깃
12a5|횡이동
12a6|계시
12a7|홍련의 불꽃
12a8|극락의 바람
12aa|마도 필드
12ab|소환
12ac|파직파직 번개
12ad|찢어가르기
12ae|감전
12af|전하 폭발
12b1|카벙클 루비
12b2|카벙클 옵시디언
12b3|칼날 날개
12b4|사일레스
12b5|토네이도
12b6|맹폭격
12b7|꼬리 후려치기
12b8|꼬챙이
12b9|컬랩스
12ba|얼음판
12bb|타액 발사
12bc|○削除予定
12bd|채찍질
12be|살해의 발
12bf|꼬리 휘젓기
12c0|자폭
12c1|저격
12c2|불협화음
12c3|차디찬 시선
12c4|돌변
12c5|매질
12c7|마지막 노래
12c8|태고의 울음소리
12c9|강철의 정의
12ca|허둥지둥
12cb|자폭
12cc|죽느냐 사느냐
12ce|축전
12cf|검은 위협
12d0|검은 위협
12d1|검은 위협
12d2|정보 공개
12d3|달걀술
12d4|방어 태세
12d5|다크 파이가
12d6|독가시 꼬리
12d7|대기 작렬
12d8|대방전
12d9|자동 대포
12da|번개 거미줄
12db|플라스마 방출
12dc|증기 분출
12de|역청의 바다
12df|다크 블리자라
12e1|다크 블리자가
12e2|구타
12e3|암석 던지기
12e5|중력 가격
12e6|전격
12e7|메기도 플레임
12e8|다크 파이가
12e9|역청의 바다
12ea|운석 낙하
12eb|운석 낙하
12ec|파편 폭발
12ed|공격
12ee|유체 타격
12ef|물장구
12f0|변화의 물결
12f1|변화의 물결
12f2|봇물
12f3|봇물
12f4|봇물
12f5|유체 타격
12f6|밸브 개방
12f7|폭포수
12f8|폭포수
12f9|지목
12fa|자석
12fb|공격
12fc|공격
12fd|유체 강타
12fe|유체 강타
12ff|싹쓸이
1300|지목
1301|수량 균등화
1302|고통의 손길
1303|오수
1304|하수로
1305|극심한 오수
1306|자석
1307|자력
1308|강자력
1309|반발
130a|윤활유 폭발
130b|윤활유 폭발
130c|누전
130d|누전
130e|미끌미끌
130f|생명수
1310|성천정지
1311|에인션트 그래비가
1314|녹슨 도끼
1315|대기 작렬
1316|빛의 구체
1317|마도 난사
1325|빛 기둥
1326|육체 타격
1327|정신 타격
1329|고블린 폭발
132a|번개 머리
132b|중압탄
132c|강산탄
132d|냉병기 공격
132e|증기압 상승
132f|벼락
1330|돌격 명령
1331|중압탄
1332|전압탄
1333|강산탄
1334|전자석
1335|충전
1336|흰고래의 분노
1337|영원한 빛줄기
1338|영원한 빛줄기
1339|방산 레이저
133a|폭산
133b|대전차 화기
133c|태고의 눈물
133d|거품 공격
133f|급수
1340|울부짖는 날개
1341|굉풍
1342|청소의 주술
1343|돌풍
1344|고래수염 폭탄
1345|진공파
1346|구름신 기류
1347|번개 머리
1348|낙뢰
1349|서리 안개
134a|쥐어박기
134b|거친 눈보라
134c|코 회초리
134d|락 오브 에이지
134e|부드러운 영감
134f|맹진
1350|피개 교합
1351|날카로운 비늘
1352|올가미
1353|작열지옥
1354|붕괴
1355|화염구
1356|고블린 공격
1357|허세
1358|폭탄 던지기
1359|고블린 피부
135a|무법지대
135b|지저귐
135c|뼈대 꺾기
135d|소방용수
135e|팔꿈치 찍기
135f|치명적 쪼기
1360|찢어발기는 바람
1361|비틀어진 통곡
1362|맹속 타격
1363|섬 떨어뜨리기
1364|목 쪼개기
1365|지느러미줄
1366|물 쏘기
1367|범람
1368|유혹의 사과
1369|몸통 박기
136a|타락
136b|피의 애무
136c|잎사귀 폭풍
136d|점액 배출
136e|썩은 냄새
1370|공중전 기동
1371|뇌둔술
1372|백도난무
1373|재림의 충격
1374|재림의 충격
1375|사역마 기동
1376|보이드의 피
1377|삼단베기
1378|기생
1379|꿈틀대기
137a|불꽃검
137b|마름쇠
137c|급습
137d|단검 던지기
137e|에테르 공급
137f|망자의 노래
1380|광기의 노래
1381|섀도우 플레어
1382|제3의 다리 전진
1383|마지막 노래
1384|무너지는 하늘
1385|운석 낙하
1386|착지
1387|운석 낙하
1388|공격
1389|화염방사
138a|도토리 폭탄
138b|나뭇가지 폭풍
138c|염산 뿌리기
138f|윤회 의식
1390|공격
1391|향기의 덫
1392|폭식
1393|방출
1394|방출
1395|달콤한 향기
1397|파이어
1398|블리자드
1399|파이어
139a|블리자드
139b|지옥의 심판
139c|피의 애무
139d|향기의 덫
139e|잎사귀 폭풍
139f|썩은 냄새
13a0|예리한 벌침
13a1|꼬리치기
13a2|화염의 원
13a3|회전 베기
13a4|석화
13a5|확산 광선
13a6|두뇌 장악
13a7|유도 미사일
13a8|원자 파동
13a9|곤두박질
13aa|사형 선고
13ab|천상의 액체
13ac|에테르 홍수
13ad|순간 돌풍
13ae|순간 돌풍
13af|화염구
13b0|타액 발사
13b1|사악한 눈길
13b2|얼음판
13b3|통구이
13b4|플라스마 방출
13b5|화강암 세례
13b6|영원한 빛줄기
13b7|영원한 빛줄기
13b8|드래곤 발구르기
13b9|다크 파이가
13ba|마력 반발
13bb|이중 공격
13bd|임시처분
13be|임시처분
13c2|죽음의 광선
13c5|거품 공격
13c6|거품 공격
13c7|구름신 기류
13c8|구름신 기류
13c9|번개 송곳니
13cb|울부짖기
13cc|흡혈 물어뜯기
13cd|뇌둔술
13ce|두뇌 휘젓기
13cf|두뇌 휘젓기
13d0|하늘의 원천
13d1|케알
13d3|흰고래의 분노
13d4|태고의 눈물
13d5|거품 공격
13d7|울부짖는 날개
13d8|굉풍
13d9|고래수염 폭탄
13da|진공파
13db|구름신 기류
13dc|번개 머리
13dd|낙뢰
13de|거품 공격
13df|구름신 기류
13e0|무너지는 하늘
13e1|마른 물갈퀴
13e2|젖은 물갈퀴
13e3|염증 파열
13e4|공격
13e5|공격
13e6|에어로
13e7|필멸의 격변
13e8|필멸의 격변
13e9|임무용 아이템
13ea|무신섬
13eb|전후방 방어
13ec|측면 방어
13ed|반의
13ee|맹염: 발단
13ef|맹염: 발단
13f0|맹염: 발단
13f1|맹염: 발단
13f2|맹염: 전개
13f3|맹염: 전개
13f4|맹염: 전개
13f5|맹염: 전개
13f6|귀무신
13f7|귀무신
13f8|불멸혼
13f9|신통력
13fc|달빛
13fd|찬드라하스
13fe|투기탄
13ff|투기탄쇄
1400|충천격
1401|관통산탄
1402|투기포
1403|맹염: 절정
1404|맹염: 절정
1405|달빛
1406|맹염: 절정
1407|맹염: 절정
1408|불꽃검
1409|파이어
140a|블리자드
140e|공격
140f|광염: 파멸
1410|창천의 폭죽
1411|발톱 난도질
1412|화염구
1414|석화의 눈빛
1415|단물
1416|대낫 베기
1417|대낫 베기
1418|심연의 사신
1419|천벌 작렬
141a|악마 강하
141b|피의 수확
141c|공격
141d|불꽃 소용돌이
141e|뱀의 일격
1420|게헨나
1421|대낫 강타
1422|석화
1423|살수포
1424|전하 강타
1425|공생
1426|몸통 박기
1427|침수
1428|축출
1429|전하 소용돌이
142a|물폭탄
142b|향연의 포효
142c|향연의 포효
142d|죽음의 턱
142e|기습 깨물기
142f|고산 기류
1430|워터
1431|물의 파열
1432|물폭탄
1433|죽음의 턱
1434|포획
1436|부식성 담즙
1437|부식성 담즙
1438|벌레독
1439|벌레독 살포
143a|꿈틀대는 촉수
143b|꿈틀대는 촉수
143c|부정한 탑
143d|담즙 바닥
143e|검은 폐
143f|보이드의 계약
1440|흡인
1441|포식
1442|배출
1443|배출
1444|역병
1445|죽음의 광선
1446|부정한 빛
1447|부패
1448|대부패
1449|보이드의 참격
144a|보이드의 덫
144b|죽음의 일격
144c|탐욕스러운 입질
144d|심연의 비명
144e|황폐화
144f|공격
1450|신생의 시
1451|미라클 플래시
1452|디렉터 지시
1453|보이드의 벽
1454|보이드 마배리어
1455|점액 폭탄
1456|점액 분무
1457|공격
1458|하얀 숨결
1459|비열한 채찍
145a|공격
145b|이계의 요기
145c|뿌리 폭풍
145d|충격파 발구르기
145e|만개
145f|유독성 포자
1460|매혹의 눈길
1461|꽃잎 세례
1462|꽃잎 세례
1463|절멸
1464|매혹의 눈길
1465|영혼 흡입
1466|흰곰팡이
1467|부식
1468|비릿한 입냄새
1469|비릿한 입냄새
146a|씨뿌리기
146b|몸통 박기
146c|꼬챙이
146d|점균 작렬
146e|비릿한 입냄새
146f|질척한 입냄새
1470|질척한 입냄새
1471|방어 지시
1472|봉오리 터뜨리기
1473|페로몬 누출
1474|독침
1475|벌독 분무
1476|공격 지시
1477|연계 지시
1478|직선 쐐기
1479|날카로운 쐐기
147a|바늘 십자포
147b|바늘 십자포
147c|번개 강타
147d|공격
147e|아스칼론의 권능
147f|아스칼론의 자비
1480|아스칼론의 자비
1481|백뢰
1482|백뢰
1483|메테오 레인
1484|메테오 레인
1485|에인션트 퀘이가
1486|에인션트 퀘이가
1487|천상의 발꿈치
1488|용의 눈
1489|용의 마안
148a|사룡의 눈빛
148b|사룡의 마염
148c|나이츠 오브 라운드
148d|궁극의 종말
148e|궁극의 종말
148f|아스칼론의 광휘
1490|거룩한 십자가
1491|거룩한 십자가
1492|할로네의 창
1493|창천 태세
1494|천상의 참격
1495|지고한 신성
1496|신성한 검무
1497|성스러운 방패 강타
1498|거룩한 십자가
1499|차원 파괴
149a|차원 파괴
149b|굳건한 신앙
149c|신념
149d|신념
149e|영원한 신념
149f|무거운 충격
14a0|무거운 충격
14a1|무거운 충격
14a2|무거운 충격
14a3|무거운 충격
14a4|절대적 신념
14a5|절대적 신념
14a6|나선 찌르기
14a7|나선 관통
14a8|공중 도약
14a9|공중 도약
14aa|천상의 도약
14ab|천상의 불꽃
14ac|천상의 불꽃
14ad|거룩한 사슬
14ae|동장군 폭풍
14af|동장군 폭풍
14b0|홀리 메테오
14b1|영혼의 순수
14b2|영혼의 순수
14b3|혜성 낙하
14b4|운석 낙하
14b5|혜성
14b6|휩쓸기
14b7|매질
14b8|산성 분무
14b9|표적 조준
14ba|에테르 복사
14bb|치명적인 칼날
14bc|빛의 창
14bd|빛의 창
14be|지옥행 급강하
14bf|빛의 열상
14c0|치명적인 칼날
14c2|수류탄
14c3|꿰뚫기
14c4|질척한 입냄새
14c5|굴착
14c6|변질
14c7|채굴
14c8|난타
14c9|봄 배양
14ca|불꽃 회초리
14cb|파괴 공작
14cc|봄봄
14cd|파이어
14ce|대폭발
14cf|대폭발
14d0|대폭발
14d1|푸른 불꽃
14d2|자폭
14d3|대폭발
14d5|비릿한 입냄새
14d6|변화
14d7|변화
14d8|변화
14d9|자폭
14dc|자폭
14dd|대낫 베기
14de|몸통베기
14df|칼갈이
14e0|저주의 말
14e1|급소 찌르기
14e2|숫돌
14e3|보이드 파이라
14e4|보이드 블리자라
